Caecus SKU,Linnworks SKU,Item Title,Caecus Barcode,Barcode,Parcel Length,Parcel Width ,Parcel Depth,Parcel Weight(kg),Postage Service,Postage Cost,CBM Per Outer,UK Supplier Cost Price,China Cost Price $,China Cost Price inclusive Duty and carriage £,cost x 4,Ebay BO Retail Price,Ebay BMS Retail Price,Amazon BO Retail Price,Retail Price with carriage at £4.95,Amazon FBA,Amazon B2B,Nett price,Tax,Fees 30%,Shipping 20%,Total Cost,% Profit, Profit,Wayfair Retail Price,EBAY Price Updated,Price Adjustment,EBAY Price Updated,Price Adjustment,Amazon Price Updated,Price Adjustment,Promotion Cost,Parent Image 1,Parent Image 2,Parent Image 3,Other Image,Other Image,Other Image,Other Image,Other Image,Swatch image,Item Features 1,Item Features 2,Item Features 3,Item Features 4,Item Features 5,Item Features 6,Finer Details 1,Finer Details 2,Finer Details 3,Finer Details 4,Finer Details 5,Finer Details 6,Full Description,Ebay BO Title,Ebay BMS Title,Amazon BO Title
026-094,BOPI120,Blackout Roller Blind Pink 120cm,5059032277787,5059032121707,133,5.3,5,1.25,DX Secure,5.35,0.039,,6.58 ,5.79,23.17172308,30.99,30.99,30.99,27.99,34.99,27.99,25.83,5.17,9.30,6.20,21.29,17.57%,4.54,9.27,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Pink-Blackout-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-095,BOPI150,Blackout Roller Blind Pink 150cm,5059032277794,5059032121714,163,5.3,5,1.54,DX Secure,5.35,0.048,,8.07 ,7.10,28.41881538,37.99,37.99,37.99,33.99,41.99,34.99,31.66,6.33,11.40,7.60,26.10,17.56%,5.56,11.37,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Pink-Blackout-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-096,BOPI180,Blackout Roller Blind Pink 180cm,5059032277800,5059032121721,193,5.3,5,1.95,DX Secure,5.35,0.057,,9.56 ,8.42,33.66590769,42.99,42.99,42.99,37.99,49.99,42.99,35.83,7.17,12.90,8.60,29.91,16.51%,5.91,13.47,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Pink-Blackout-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-097,BOPI210,Blackout Roller Blind Pink 210cm,5059032277817,5059032121738,223,5.3,5,2.4,DX Freight,11.01,0.034,,11.17 ,9.83,39.33558462,47.99,47.99,47.99,41.99,59.99,51.99,39.99,8.00,14.40,9.60,33.83,15.41%,6.16,15.73,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Pink-Blackout-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-098,BOPI240,Blackout Roller Blind Pink 240cm,5059032277824,5059032121745,253,5.3,5,2.7,DX Freight,11.01,0.039,,12.57 ,11.07,44.26573846,53.99,53.99,54.99,47.99,69.99,61.99,45.83,9.17,16.50,11.00,38.56,15.85%,7.26,17.71,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Pink-Blackout-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-099,BORD060,Blackout Roller Blind Red 60cm,5059032277831,5059032121752,73,5.3,5,0.71,DX Secure,5.35,0.022,,3.66 ,3.22,12.88883077,16.99,16.99,16.99,15.99,20.99,15.99,14.16,2.83,5.10,3.40,11.72,17.24%,2.44,5.16,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Red-Blackout-1-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-100,BORD090,Blackout Roller Blind Red 90cm,5059032277848,5059032121769,103,5.3,5,0.97,DX Secure,5.35,0.031,,5.17 ,4.55,18.20635385,23.99,23.99,23.99,21.99,27.99,21.99,19.99,4.00,7.20,4.80,16.55,17.23%,3.45,7.28,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Red-Blackout-1-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-101,BORD120,Blackout Roller Blind Red 120cm,5059032277855,5059032121776,133,5.3,5,1.25,DX Secure,5.35,0.039,,6.58 ,5.79,23.17172308,30.99,30.99,30.99,27.99,34.99,27.99,25.83,5.17,9.30,6.20,21.29,17.57%,4.54,9.27,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Red-Blackout-1-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-102,BORD150,Blackout Roller Blind Red 150cm,5059032277862,5059032121783,163,5.3,5,1.54,DX Secure,5.35,0.048,,8.07 ,7.10,28.41881538,37.99,37.99,37.99,33.99,41.99,34.99,31.66,6.33,11.40,7.60,26.10,17.56%,5.56,11.37,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Red-Blackout-1-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-103,BORD180,Blackout Roller Blind Red 180cm,5059032277879,5059032121790,193,5.3,5,1.95,DX Secure,5.35,0.057,,9.56 ,8.42,33.66590769,42.99,42.99,42.99,37.99,49.99,42.99,35.83,7.17,12.90,8.60,29.91,16.51%,5.91,13.47,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Red-Blackout-1-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-104,BORD210,Blackout Roller Blind Red 210cm,5059032277886,5059032121806,223,5.3,5,2.4,DX Freight,11.01,0.034,,11.17 ,9.83,39.33558462,47.99,47.99,47.99,41.99,59.99,51.99,39.99,8.00,14.40,9.60,33.83,15.41%,6.16,15.73,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Red-Blackout-1-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
026-105,BORD240,Blackout Roller Blind Red 240cm,5059032277893,5059032121813,253,5.3,5,2.7,DX Freight,11.01,0.039,,12.57 ,11.07,44.26573846,53.99,53.99,54.99,47.99,69.99,61.99,45.83,9.17,16.50,11.00,38.56,15.85%,7.26,17.71,Prices checked and corrected 07/24,,,,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Red-Blackout-1-1-scaled.png,,,,,,,,,"Polyester fabric with a 3-pass, colour matched, blackout lining, providing 100% sunlight blocking and thermal properites",Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 160cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,
